Company,URL,Company Twitter,Contact Page,Email,CEO Name,CEO Twitter,CEO Email
Talenter.io,Talenter.io,https://twitter.com/talenter_io,,info@talenter.io,Alexander Hotz,https://twitter.com/hotzington,alexander.hotz@talenter.io
Talenter.io,talenter.io,https://twitter.com/talenter_io,,info@talenter.io,Roland Schwarz,https://twitter.com/rolandschwarz,
Tealet,tealet.com,https://twitter.com/tealettea,,info@tealet.com,Elyse Petersen,https://twitter.com/peaceelyse,elyse@tealet.com
Teambrella,teambrella.com,https://twitter.com/teambrella1,,info@teambrella.com,Alex Paperno,https://twitter.com/alexpaperno,alex@teambrella.com
TeamGuncoin,guncoin.info,https://twitter.com/teamguncoin,,,,,
"Tech Bureau, Inc.",techbureau.jp,,http://techbureau.jp/#contacts,,Takao Asayama,https://twitter.com/takaoasayama,takao@techbureau.jp
TechAgri,spark.adobe.com,https://twitter.com/adobespark,,,,,
TechEndeavors Industries,techendeavors.com,https://twitter.com/techendeavors,https://techendeavors.com/contact,contact@techendeavors.com,Adam Brown,,
techendeavors.com,https://techendeavors.com/contact,https://twitter.com/techendeavors,,contact@techendeavors.com,Adam Brown,,adam@techendeavors.com
Technest,technest.es,,http://www.technest.es/contact-us/,hello@technest.com,,,
Technology Transfer Centre Ltd.,nanoposts.com,,http://www.nanoposts.com/contact/,,,,
Tendermint,tendermint.com,https://twitter.com/cosmos,,hello@tendermint.com,Jae Kwon,https://twitter.com/jaekwon,jae@tendermint.com
Tenfold,tenfold.com,https://twitter.com/growtenfold,https://www.tenfold.com/request-a-demo,,Patrick Hogan,,patrick@tenfold.com
TenX,tenx.tech,https://twitter.com/tenxwallet,,,Julian Hosp,https://twitter.com/julianhosp,julian@tenx.tech
Tether,tether.to,https://twitter.com/tether_to/,,support@tether.to,Jl Van Der Velde,,
Texas Bitcoin Conference,texasbitcoinconference.com,https://twitter.com/texasbitcoin,,support@texasbitcoinconference.com,,,
Tezos,tezos.com,https://twitter.com/tez0s,,contact@tezos.com,Kathleen Breitman,https://twitter.com/breitwoman,kathleen@tezos.com
THC Coins Company,thccoins.com,https://twitter.com/thccoins,https://thccoins.com/#contact-form,info@thccoins.com,Calvin Thompson Jr.,https://twitter.com/calvintjr,calvin@thccoins.com
The 7 Pillars Book,michaelqtodd.com,http://twitter.com/mqtodd,,info@michaelqtodd.com,Michael Q Todd,,michael@michaelqtodd.com
The Baypay Forum,baypayforum.com,https://twitter.com/baypayforum,https://www.baypayforum.com/add-contact,,Daniel Chatelain,https://twitter.com/danielchat,
The Bitcoin Association of Pakistan,bitcoinpk.org,https://twitter.com/bitcoinpkorg,,bitcoinpkorg@gmail.com,,,
The Bitcoin Co,bitcoincoop.org,http://twitter.com/thebitcoincoop,,info@bitcoincoop.org,,,
The BitHope Foundation,bithope.org,https://twitter.com/bithopeorg,https://bithope.org/contact-us,info@bithope.org,Vladislav Dramaliev,https://twitter.com/vdramaliev,
The Blockchain Design Company,blockchaindesign.co,http://twitter.com/decentralizedtv,https://decentralized.tv/contact/,,Peter Saddington,https://twitter.com/bitesizebitcoin,peter@blockchaindesign.co
The CollectiveHaze Exchange,thechex.com,https://twitter.com/thechexapp,,support@thechex.com,Eugene Lopin,https://twitter.com/euglopi,
The Genesis Block,tradeblock.com,https://www.twitter.com/tradeblock,,contact@tradeblock.com,Greg Schvey,https://twitter.com/gregschvey,greg@tradeblock.com
The Gimli Project,gimli.io,https://twitter.com/thegimliproject,,contact@gimli.io,Julien Charrel,,julien@gimli.io
The GUILD,theguilded.org,https://twitter.com/getguilded,,info@theguilded.org,Anne Cocquyt,https://twitter.com/annecocquyt,
The HACK Fund,hack.hf.cx,https://twitter.com/thehackfund,,hack@hf.cx,Jonathan Nelson,https://twitter.com/iamelgringo,
The Heavy Projects,heavy.io,https://twitter.com/heavyprojects,https://www.heavy.io/contact,INFO@HEAVY.IO,,,
The Ingenesist Project,ingenesist.com,https://twitter.com/ingenesist,http://www.ingenesist.com/contact-2/,,Daniel Robles,,dan@ingenesist.com
The LendingCoin,thelendingcoin.com,https://twitter.com/thelendingcoin,,info@TheLendingCoin.com,Phil Sigler,https://twitter.com/philsigler1224,phil@thelendingcoin.com
The Paypers,thepaypers.com,https://twitter.com/thepaypers,,info@thepaypers.com,,,
The Picks & Shovels Co.,picks.co,http://twitter.com/picksco,,matt@picks.co,,,
The Pitts Circus,emovieventure.com,https://twitter.com/pitts_circus,,,Tony Caradonna,https://twitter.com/caradonna_tony,caradonna@emovieventure.com
The Quantum Resistant Ledger,theqrl.org,https://twitter.com/qrledger,,info@theqrl.org,Peter Waterland,https://twitter.com/petewaterland,
The Satis Group,satisgroup.io,https://twitter.com/thesatisgroup,,info@satisgroup.io,Emma Channing,https://twitter.com/emschanning,emma@satisgroup.io
The Token Agency,tokenagency.com,https://twitter.com/tokenagency,http://www.tokenagency.com/#contact,info@tokenagency.com,,,
TheCoinTree.com,thecointree.com,https://twitter.com/thecointree,http://thecointree.com/contact/,,Andrew Durgee,,
TheMonetizr,themonetizr.com,https://twitter.com/themonetizr,,info@themonetizr.com,Andris Merkulovs,https://twitter.com/andrizzz,andris@themonetizr.com
TheProtocol.TV,popchest.com,https://twitter.com/pop_chest,,hello@popchest.com,Valerian Bennett,https://twitter.com/valerian253,
Thinking Alpha,Thinkingalpha.com,https://twitter.com/thinkingalpha,http://www.thinkingalpha.com/show/contact-us,info@thinkingalpha.com,,,
ThroughBit,throughbit.com,https://www.twitter.com/throughbit,,support@throughbit.com,Abhishek G,,
tibdit,tibdit.com,https://twitter.com/tibdaren,,hello@tibdit.com,Justin Maxwell,,justin@tibdit.com
Tides ,tides.network/,https://twitter.com/tidesnetwork,,,,,
Tierion,tierion.com,http://www.twitter.com/tierion,https://tierion.com/contact,,Wayne Vaughan,https://twitter.com/waynevaughan,wayne@tierion.com
Tikebit,tikebit.com,https://twitter.com/tikebit,https://tikebit.com/contact,hello@tikebit.com,Leif Ferreira,,
Titan Digital Asset Group,titandag.com,https://twitter.com/titantoken,,info@titandag.com,Taotao He,https://twitter.com/hetaotao,taotao@titandag.com
Titan Seal,titan-seal.com,https://twitter.com/titansealed,https://www.titan-seal.com/#contact,,Philip Dhingra,https://twitter.com/philipkd,
TNB Official,tnb.fund,https://twitter.com/timenewbank,,contact@tnb.fund,Vincent Lim,,
Token,token.io,https://twitter.com/token_io,https://token.io/contact,info@token.io,Steve Kirsch,https://twitter.com/stkirsch,steve.kirsch@token.io
Token Daily,tokendaily.co,https://twitter.com/tokendaily,,hi@tokendaily.co,,,
TokenAd,https://token.ad,,https://token.ad/#faq,,,,
TokenBnk,tokenbnk.com,https://twitter.com/tokenbnk,,hello@tokenbnk.com,Shayne Coplan,https://twitter.com/shayneshaynesha,shayne@tokenbnk.com
TokenSoft,tokensoft.io,https://twitter.com/tokensoftinc,,,Mason Borda,https://twitter.com/masonic_tweets,mason@tokensoft.io
TokenStars,tokenstars.com,https://twitter.com/tokenstars,,ask@tokenstars.com,Edgar Kampers,https://twitter.com/edgarkampers,
TokenTalk,tokentalk.co,http://www.twitter.com/tokentalkco,,dean@tokentalk.co,,,
Totle,totle.com,http://www.twitter.com/totlecrypto,https://www.totle.com/contact-us,,David Bleznak,https://twitter.com/bleznak,david@totle.com
TradeCore,tradecore.com,https://twitter.com/gotradecore,,sales@tradecore.com,Stefan Pajkovic,https://twitter.com/stefanpajkovic,stefan.pajkovic@tradecore.com
Tradle,tradle.io,https://twitter.com/tradles,,info@tradle.io,,,
Tramonex,tramonex.com,http://www.twitter.com/tramonex,,info@tramonex.com,Amine Berraoui,https://twitter.com/aberraoui,amine.berraoui@tramonex.com
Trevi,trevilabs.co,http://www.twitter.com/trevi_co,,info@trevilabs.co,,,
Trezor,trezor.io,https://twitter.com/trezor,,info@trezor.io,Marek Palatinus,,
TriPlay,triplay.com,https://twitter.com/triplay_inc,http://www.triplay.com/contact.php,,Tamir Koch,https://twitter.com/koch_tamir,
Trive.news,trive.news,https://twitter.com/trive_news,https://trive.news/contact/,,David Mondrus,https://twitter.com/mongoosenewyork,
Trivial,trivial.co,https://twitter.com/trivial_co,,support@trivial.co,,,
Tron Foundation,tron.network,https://www.twitter.com/tronfoundation,,jobs@tron.network,Justin Sun,,
TrustFlight,trustflight.io,https://twitter.com/trustflight,,info@trustflight.io,Karl Steeves,,karl@trustflight.io
TRUSTLESS.AI,trustless.ai,https://twitter.com/trustlessai,,info@trustless.ai,Rufo Guerreschi,https://twitter.com/rufoguerreschi,
Turbadium,turbadium.com,https://twitter.com/turbadium,,info@turbadium.com,Scott Harms,https://twitter.com/realscottharms,
TX Universe,txuniverse.com,https://twitter.com/txuniverse_com,,info@txuniverse.com,Adrianna Mendez,,adrianna@txuniverse.com
tZero,tzero.com,https://twitter.com/tzeroblockchain,,info@tzero.com,Brock Pierce,,
Ubby,ubby.io,https://twitter.com/ubbybrasil,https://ubby.io/contato/,contato@ubby.io,,,
UberPay,uberpay.io,https://twitter.com/uberwallet,,info@geopay.me,,,
Uledger,uledger.co,https://twitter.com/uledgerco,https://www.uledger.co/contact,josh@uledger.co,Josh McIver,https://twitter.com/josh_mciver_,josh@uledger.co
Ultra Light Startups,ultralightstartups.com,,,mike@ultralightstartups.com,,,
UNA PROJECT,unaproject.org,https://twitter.com/unaproject,,info@unaproject.org,,,
UNIC Advertising Network,unicads.net,https://twitter.com/unicnetwork,https://unicads.net/#contacts,info@unicads.net,Vladimir Tsyplyayev,,
Uniquid Inc,uniquid.com,https://twitter.com/uniquidco,,contact@uniquid.co,Stefano Pepe,https://twitter.com/stefanopep3,
Unisend Latinamerican Bitcoin Exchange,unisendllc.com,https://twitter.com/unisend,,info@unisendsystems.com,,,
Unobtanium,unobtanium.uno,https://twitter.com/unobtanium_uno,,hello@unobtanium.uno,,,
Unocoin,unocoin.com,https://www.twitter.com/unocoin,,support@unocoin.com,Sathvik Vishwanath,https://twitter.com/sathvikv,sathvik@unocoin.com
Uphold,uphold.com,https://twitter.com/upholdinc,https://support.uphold.com/hc/en-us/requests/new,support@uphold.com,Adrian Steckel,https://twitter.com/adriansteckel,adrian@uphold.com
uquid,uquid.com,https://twitter.com/uquidcard,,hello@uquid.com,Tran Hung,,
UTruePay,fizzpay.com,https://twitter.com/fizzpay,https://www.fizzpay.com/contact-us/,info@fizzpay.com,,,
Vanbex Group,vanbex.com,http://twitter.com/vanbexgroup,https://www.vanbex.com/contact,hello@vanbex.com,Lisa Cheng,https://twitter.com/lisacheng,lisa@vanbex.com
Vaultoro J.Scigala,vaultoro.com,https://www.twitter.com/vaultoro,,press@vaultoro.com,Joshua Scigala,,joshua@vaultoro.com
VeChain Foundation,vechain.com,https://twitter.com/vechainofficial,,support@vechain.com,,,
Velix.ID,velix.id,https://twitter.com/velixid,,info@velix.id ,Manav Singhal,https://twitter.com/emm_ess,manav@velix.id
velox.RE,velox.re,https://twitter.com/velox_re,,,,,
Ventured,ventured.one,https://twitter.com/venturednetwork,,support@ventured.one,Frank Niu,https://twitter.com/niu_xiaofei,
Verady,verady.com,https://twitter.com/veradyinfo,http://www.verady.com/contact/,info@verady.com,Kell Canty,https://twitter.com/kellcanty,
vergecurrency,vergecurrency.com,https://www.twitter.com/vergecurrency,,contact@vergecurrency.com,Justin Vendetta,,
Verisart,verisart.com,https://twitter.com/verisart,,info@verisart.com,Robert Norton,,
Veritaseum,veritas.veritaseum.com,,,reggie@veritaseum.com,Reggie Middleton,https://twitter.com/reggiemiddleton,reggie@veritaseum.com
Veropost,veropost.com,https://twitter.com/veropost,,hi@veropost.com,Constantinos Michail ,,
Vertbase,vertbase.com,https://twitter.com/vertbase,,,,,
Vertcoin,vertcoin.org,https://twitter.com/vertcoin,,contact@vertcoin.org ,James Lovejoy,,
VERTICAL ADVISORS LLP,verticaladvisors.com,https://twitter.com/verticaladvisor,http://verticaladvisors.com/contact/,info@verticaladvisors.com,,,
Vevue,vevue.com,https://twitter.com/govevue,,,Thomas Olson,,
Viberate,viberate.com,https://twitter.com/viberate_com,https://www.viberate.com/about#contact,,Matej Gregorcic,,matej@viberate.com
VMX Labs,vmxlabs.com,https://twitter.com/vmxlabs,,vmxlabs@gmail.com,,,
Volabit (Coincove),volabit.com,https://twitter.com/volabit,,support@volabit.com,,,
Volt Markets,voltmarkets.com,https://twitter.com/voltmarkets,https://voltmarkets.com/contact/,hello@voltmarkets.com,Adam Richard,https://twitter.com/adamwrichard/,adam@voltmarkets.com
Voomar,voomar.com,https://twitter.com/voomar_,http://www.voomar.com/#contact,support@voomar.com,Michael Bouchier,https://twitter.com/michaelbouchier,
WageCan,wagecan.com,https://twitter.com/wagecan,,service@wagecan.com,Franky Hu,,
wallet.AI,wallet.ai,https://twitter.com/walletai,,jobs@wallet.ai,Omar Green,,omar@wallet.ai
Wallettec,wallettec.com,https://twitter.com/wallettec,,hello@wallettec.com,Johan Meyer,,johan@wallettec.com
Walter,walter.ai,https://twitter.com/meetwalterai,,tom.kineshanko@walter.ai,Tom Kineshanko,https://twitter.com/kineshanko,
Walton,https://www.waltonchain.org/,https://twitter.com/waltonchain,,services@waltonchain.org,,,
Wanchain,wanchain.org,https://twitter.com/wanchain_org,,info@wanchain.org,Jack Lu,,jack@wanchain.org
WandX,wandx.co,https://twitter.com/wandxdapp,,marketing@wandx.co,Abhinav Ramesh,https://twitter.com/abhinavramesh,abhinav@wandx.co
Waulit ,waulit.com,https://twitter.com/waulitapp,,support@waulit.com,Dane Russell,,
Waves Platform,wavesplatform.com,https://twitter.com/wavesplatform,,support@wavesplatform.com,Sasha Ivanov,https://twitter.com/sasha35625,sasha@wavesplatform.com
Waves Platform,wavesplatform.com,https://twitter.com/wavesplatform,https://wavesplatform.com/company,,Sasha Ivanov,https://twitter.com/sasha35625,sasha@wavesplatform.com
WAX.io,wax.io,https://twitter.com/wax_io,,,William Quigley,https://twitter.com/quigleyreport,william@wax.io
Wayniloans,wayniloans.com,https://twitter.com/wayniloans,https://www.wayniloans.com/contacto,,Juan Francisco Salviolo,,juan@wayniloans.com
We Use Coins,weusecoins.com,https://twitter.com/weusecoins,,info@weusecoins.com,Stefan Thomas,https://twitter.com/justmoon,stefan@weusecoins.com
WeExchange,weexchange.co,,,support@weexchange.co,,,
WeiFund - Crowdfunding Decentralized,weifund.io,http://twitter.com/weifund,,mail@weifund.io,Nick Dodson,https://twitter.com/iamnickdodson,
Wemark,wemark.com,https://twitter.com/_wemark,,hi@wemark.com,Tai Kaish,,
WINGS DAO,wings.ai,https://twitter.com/wingsplatform,,support@wings.ai,,,
Wintermute Trading,wintermute-trading.com,,https://www.wintermute-trading.com/copy-of-team,info@wintermute-trading.com,Evgeny Gaevoy,https://twitter.com/evgenygaevoy,
Wirex Limited,wirexapp.com,https://twitter.com/wirexapp,,business@wirexapp.com,Pavel Matveev,https://twitter.com/matveevp,pavel@wirexapp.com
WISeKey,wisekey.com,https://twitter.com/wisekey/,,info@wisekey.com,Carlos Creus Moreira,https://twitter.com/creusmoreira,cmoreira@wisekey.com
World Crypto Exchange,worldcryptoexchange.org,https://twitter.com/worldcryptoexch,http://worldcryptoexchange.org/Contact.php,,,,
World Satoshi Summit,worldsatoshisummit.com,https://twitter.com/satoshisummit,https://worldsatoshisummit.com/home/contact,,Harmeet Singh Monga,https://twitter.com/harmeetsmonga,harmeet@worldsatoshisummit.com
Worldcoin Global,worldcoin.global,https://twitter.com/worldcoinglobal,,contact@worldcoin.global,Deane Parrott,,deane.parrott@worldcoin.global
WorldShop,shopo.com,,,nginx-devel@nginx.org,,,
wphost.io,wphost.io,,http://wphost.io/index.html#contact,,,,
Wyre,sendwyre.com,https://twitter.com/sendwyre,,support@sendwyre.com,Michael Dunworth,https://twitter.com/michaeldunwort1?lang=en,
Xapo,xapo.com,https://twitter.com/xapo,,support@xapo.com,Wences Casares,https://twitter.com/wences,wences@xapo.com
XBT Provider,xbtprovider.com,https://twitter.com/xbtprovider,,info@xbtprovider.com,,,
XBTeller,xbteller.com,https://twitter.com/xbteller,https://www.xbteller.com/contact/,info@xbteller.com,Noah Berger,,
xCoins.io,xcoins.io,https://twitter.com/xcoins_io,https://xcoins.io/contact,info@xcoins.io,Sergey Nikitin,,
Xendit,xendit.co,https://twitter.com/xenditco,https://www.xendit.co/en/contact/,support@xendit.co,Moses Lo,,moses@xendit.co
Xidax,xidax.com,https://www.twitter.com/xidaxpcs,,support@xidax.com,Dan Young,,
XNotes Alliance,xnotes.com,https://twitter.com/xnotesalliance,,contact@xnotes.com,,,
Xough Technologies,xough.com,https://twitter.com/xoughcom,,hello@xough.com,Yousef Abdulhassan,https://twitter.com/byourseff,yousef@xough.com
XP eXperience Points,xpcoin.io,https://twitter.com/thebigxp,https://www.xpcoin.io/contact/,,Evangelo,,
Yax,yaxreturns.com,https://twitter.com/yaxreturns,,,,,
yBitcoin,ybitcoin.com,https://twitter.com/ybitcoin,,sales@ybitcoin.com,David Bailey,,david@ybitcoin.com
Yours,yours.org,https://twitter.com/yoursorg,,support@yours.org,Ryan X. Charles,https://twitter.com/ryanxcharles,ryan@yours.org
Zaif,zaif.jp,https://twitter.com/zaifdotjp,https://zaif.jp/contact,,,,
ZANTEPAY,zantepay.com,https://twitter.com/zantepay,https://www.zantepay.com/#contacts,support@zantepay.com,Mardo Soo,https://twitter.com/mardosoo,mardo@zantepay.com
Zcash,z.cash,https://twitter.com/zcashco,,info@z.cash,Zooko Wilcox,https://twitter.com/zooko,zooko@z.cash
Zcoin,zcoin.io,https://twitter.com/zcoinofficial,,team@zcoin.io,Poramin Insom,https://twitter.com/pinsom,
Zebpay,zebpay.com,http://twitter.com/zebpay,,support@zebpay.com,Mahin Gupta,https://twitter.com/mahingupta,mahin@zebpay.com
Zecoex Techserve,zecoex.com,https://twitter.com/zecoex,,info@zecoex.com,,,
zennet.sc,zennet.sc,https://twitter.com/zennet_sc,,team@xennet.sc,,,
Zenprivex,zenprivex.com,https://twitter.com/zenprivex,https://zenprivex.com/contact-us/,,Ramani Ramachandran,,ram@zenprivex.com
Zerion,zerion.io,,,inbox@zerion.io,Evgeny Yurtaev,https://twitter.com/evgenyyurtaev,evgeny@zerion.io
ZeroBlock,zeroblock.com,https://twitter.com/zeroblock,,feedback@zeroblock.com,Dan Held,,dan@zeroblock.com
Ziftr.com,ziftr.com,https://twitter.com/ziftr,,info@airtank.com,Robert Wilkins,https://twitter.com/rfwilkins,
